name,gender,country_code,country,nationality_long,disciplines,events,birth_date,hobbies,education,family,lang,coach
PAPANIKOLAOU Kostas,Male,GRE,Greece,Greece,['Basketball'],['Men'],1990-07-31,,,,Greek,National: Vassilis Spanoulis (GRE).<br>Club: Georgios Bartzokas (GRE)
TOLIOPOULOS Vasilis,Male,GRE,Greece,Greece,['Basketball'],['Men'],1996-06-15,,,,Greek,National: Vassilis Spanoulis (GRE).<br>Club: Ioannis Kastritis (GRE)
BOUGLAS Georgios,Male,GRE,Greece,Greece,['Cycling Road'],"[""Men's Road Race""]",1990-11-17,,,"Father, Konstantino (deceased). Mother, Eleni. Brother, Apostolos",Greek,
MYTILINEOU Ioli,Female,GRE,Greece,Greece,['Equestrian'],['Jumping Individual'],1997-07-29,Watching tennis,,"Partner, Harold Megahey. Mother, Hannah","English, Greek",Sean Crooks (USA)
GKOUNTOURA Theodora,Female,GRE,Greece,Greece,['Fencing'],"[""Women's Sabre Individual""]",1997-03-14,,,,"English, Greek",National: Thanasis Delenikas (GRE)
PETROUNIAS Eleftherios,Male,GRE,Greece,Greece,['Artistic Gymnastics'],"['Men', ""Men's Rings""]",1990-11-30,"Travelling, diving","Communications, Marketing at Athens University of Economics and Business (GRE)","Wife, Vasiliki Millousi. Daughters, Sofia (November 2019), Eleni (December 2020)","English, Greek",National: Dimitris Raftis (GRE)
TELTSIDOU Elisavet,Female,GRE,Greece,Greece,['Judo'],['Women -70 kg'],1995-11-08,Playing football,,"Brother, Andrew. Sister, Anna (2002)","English, Greek, Russian",Club: Duru Gogoua (GRE).<br>National: Nikos Iliadis (GRE)
TSELIDIS Theodoros,Male,GRE,Greece,Greece,['Judo'],['Men -90 kg'],1996-08-05,"History, playing video games",Graduated in 2019 with a Bachelor's degree in World Economy at the North Ossetian State University (RUS),"Brother, George. Sister, Marina","English, Greek, Russian",Personal: Tsagaraev Kazbek (RUS).<br>Club: Alik Bekuzarov (RUS).<br>National: Nikos Iliadis (GRE)
MARAMENIDIS Kameron Alexandros,Male,GRE,Greece,Greece,['Sailing'],"[""Men's Kite""]",2002-06-04,,,"Father, Dimitri. Brother, Tiger. Dog, Zeus - featured in many of his Youtube videos",Greek,Personal: Ed Vieytes (USA).<br>Physiotherapist: Maxime Giulis (USA).<br>Mental Coach: Brad Gilbert (USA)
SPANAKI Ariadni Paraskevi,Female,GRE,Greece,Greece,['Sailing'],['Mixed Dinghy'],2001-03-13,"Travel, playing the piano",Marine Engineering at National Technical University of Athens (GRE),"Brother, Odysseas Emmanouil Spanaki, her sailing partner","English, French, German, Greek",Andreas Papadopoulos (GRE)
SPANAKIS Odysseas Emmanouil,Male,GRE,Greece,Greece,['Sailing'],['Mixed Dinghy'],2003-02-04,,"Metsovio Polytechnic (Athens, GRE)","Sister, Ariadne Paraskevi Spanaki (represented Greece in the 470 class at Tokyo 2020 and is his sailing partner for Paris 2024)",Greek,Andreas Papadopoulos (GRE)
KORAKAKI Anna,Female,GRE,Greece,Greece,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1996-04-08,"Listening to music, dancing, going to the beach","Studied Special Education at the University of Macedonia (Thessaloniki, GRE)","Fiance, Yiannis Chalkiadakis. Father, Anastassios. Mother, Fotini Christodoulou. Younger brother, Dionysios","English, Greek, Italian",Anastassios Korakakis (GRE) - her father
MOSCHI Christina,Female,GRE,Greece,Greece,['Shooting'],['10m Air Pistol Women'],2002-11-09,"Volunteering, music (specifically guitar), hiking","Studying Medicine at the University of Thessaly (Larissa, GRE)","Father, Athanasios. Sister, Theodora","English, German, Greek",National: Anastassios Korakakis (GRE)
KATZOURAKI Emmanouela,Female,GRE,Greece,Greece,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",2001-05-14,,Studying Pharmacy at The Aristotle University of Thessaloniki (GRE),,"English, Greek",National: Georgios Salavantakis (GRE)
MITAS Efthimios,Male,GRE,Greece,Greece,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1985-05-15,"Fishing, billiards",Graduated from the Athens Gymnastics Academy (GRE),"Wife, Afrodite Balari (married 2016). Twins, Apollonas and Nefeli. Father, Sozos","English, Greek",National: Georgios Salavantakis (GRE)
CHALKIADAKIS Charalambos,Male,GRE,Greece,Greece,['Shooting'],['Skeet Men'],1997-06-06,"Fishing, sports, movies",Studied at the Technical University of Crete (GRE),,"English, Greek",National/personal: Georgios Salavantakis (GRE)
GIONIS Panagiotis,Male,GRE,Greece,Greece,['Table Tennis'],"[""Men's Singles""]",1980-01-07,,"Studied Dentistry at the University of Athens Dentistry School (Athens, GRE)",,"English, Greek",
SAKKARI Maria,Female,GRE,Greece,Greece,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",1995-07-25,Enjoys going back to Greece and seeing friends,,"Father, Konstantinos. Mother, Angeliki. Brother, Yannis. Sister, Amanda",English,Personal: David Witt (USA)
TSITSIPAS Stefanos,Male,GRE,Greece,Greece,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",1998-08-12,"Travelling and spending time with friends, photography, video editing, supporting US basketball team the Milwaukee Bucks and Greek football and basketball team AEK Athens",,"Father, Apostolos, is his coach. Mother, Julia Salnikova, is an ex-pro and was his first coach. Younger siblings, Petros, Pavlos, and Elisavet all play tennis","English, Greek, Russian",Personal: Apostolos Tsitsipas (GRE)
YAMASHITA Miyu,Female,JPN,Japan,Japan,['Golf'],"[""Women's Individual Stroke Play""]",2001-08-02,,,,Japanese,
MATSUYAMA Hideki,Male,JPN,Japan,Japan,['Golf'],"[""Men's Individual Stroke Play""]",1992-02-25,"Watching baseball, playing table tennis, fishing","Studied Health and Welfare Studies at Tohoku Fukushi University (Miyagi, JPN)","Wife, Mei (married January 2017). Daughter, Kanna (born July 2017)",Japanese,
SASO Yuka,Female,JPN,Japan,Japan,['Golf'],"[""Women's Individual Stroke Play""]",2001-06-20,,,,"English, Filipino, Japanese",
NAKAJIMA Keita,Male,JPN,Japan,Japan,['Golf'],"[""Men's Individual Stroke Play""]",2000-06-24,,"Attended Nippon Sport Science University in Tokyo, JPN",,Japanese,
KEITA Mory,Male,GUI,Guinea,Guinea,['Football'],['Men'],2005-07-13,,,"Father, Sékou Keïta (deceased in December 2023)",French,National: Kaba Diawara (GUI)
SOUMAH Mohamed,Male,GUI,Guinea,Guinea,['Football'],['Men'],2003-03-15,,,,French,National: Kaba Diawara (GUI)
KEITA Madiou,Male,GUI,Guinea,Guinea,['Football'],['Men'],2004-08-29,,,,French,National: Kaba Diawara (GUI)
OULARE Naby,Male,GUI,Guinea,Guinea,['Football'],['Men'],2002-08-06,,,,French,National: Kaba Diawara (GUI)
CAMARA Cherif,Male,GUI,Guinea,Guinea,['Football'],['Men'],2002-10-21,,,,French,
BANGOURA Sekou Tidiany,Male,GUI,Guinea,Guinea,['Football'],['Men'],2002-04-05,,,,French,National: Kaba Diawara (GUI)
KEITA Naby,Male,GUI,Guinea,Guinea,['Football'],['Men'],1995-02-10,,,"Younger brother, Petit Keita","English, French, German",Club: Ole Werner (GER).<br>National: Kaba Diawara (GUI)
TOURE Abdoulaye,Male,GUI,Guinea,Guinea,['Football'],['Men'],1994-03-03,,,,French,Club: Didier Digard (FRA).<br>National: Kaba Diawara (GUI)
ILAIX Moriba,Male,GUI,Guinea,Guinea,['Football'],['Men'],2003-01-19,,,"Brother, Lass Kourouma (born 2004)",Spanish,National: Kaba Diawara (GUI)
BAH Algassime,Male,GUI,Guinea,Guinea,['Football'],['Men'],2002-11-12,,,,French,National: Kaba Diawara (GUI)
CHIU Hin Chun,Male,HKG,"Hong Kong, China","Hong Kong, China",['Rowing'],"[""Men's Single Sculls""]",1994-08-20,"Hiking, cycling",Health Education at Education University of Hong Kong (HKG),,"Cantonese, English",
YAN Zheng,Female,CHN,China,People's Republic of China,['Sailing'],"[""Women's Windsurfing""]",2001-10-24,,,,Mandarin,
HUANG Qibin,Male,CHN,China,People's Republic of China,['Sailing'],"[""Men's Kite""]",2006-07-05,,,,Mandarin,
CHEN Jingyue,Female,CHN,China,People's Republic of China,['Sailing'],"[""Women's Kite""]",2000-12-28,,"Jimei University (Xiamen, CHN)",,Mandarin,National: Zhai Dahui (CHN)
XU Zangjun,Male,CHN,China,People's Republic of China,['Sailing'],['Mixed Dinghy'],1992-02-06,,,,Mandarin,
WEN Zaiding,Male,CHN,China,People's Republic of China,['Sailing'],"[""Men's Skiff""]",2001-05-26,,,,Mandarin,
LIU Tian,Male,CHN,China,People's Republic of China,['Sailing'],"[""Men's Skiff""]",2000-01-07,,,,Mandarin,
HU Xiaoyu,Female,CHN,China,People's Republic of China,['Sailing'],"[""Women's Skiff""]",1999-09-20,,,,Mandarin,
SHAN Mengyuan,Female,CHN,China,People's Republic of China,['Sailing'],"[""Women's Skiff""]",2000-07-23,,,,Mandarin,
GU Min,Female,CHN,China,People's Republic of China,['Sailing'],"[""Women's Dinghy""]",1994-09-25,,,,Mandarin,
MAI Huicong,Male,CHN,China,People's Republic of China,['Sailing'],['Mixed Multihull'],1995-12-16,,Guangzhou Institute of Physical Education (CHN),,Mandarin,National: Zhang Xiguang (CHN)
CHEN Linlin,Female,CHN,China,People's Republic of China,['Sailing'],['Mixed Multihull'],1998-12-24,,,,Mandarin,National: Zhang Xiguang (CHN)
HUANG Jingye,Male,CHN,China,People's Republic of China,['Sailing'],"[""Men's Windsurfing""]",2003-04-23,,,,,
OPELOGE Don,Male,SAM,Samoa,Samoa,['Weightlifting'],"[""Men's 102kg""]",1999-05-13,Listening to music,,"Fiancee, Siliana Leimoa. Eleven siblings",English,National: Tuaopepe Jerry Wallwork (SAM)
AYLSWORTH Russell Williams,Male,HKG,"Hong Kong, China","Hong Kong, China",['Sailing'],"[""Men's Skiff""]",2001-04-16,,Business at University of Hong Kong,,English,National: Harris Tsolis (GRE).<br>Personal: Rory Godman (HKG)
SAKAI Akira Luke,Male,HKG,"Hong Kong, China","Hong Kong, China",['Sailing'],"[""Men's Skiff""]",1992-10-30,,,,,National: Harris Tsolis (GRE).<br>Personal: Rory Godman (HKG)
HALLIDAY Nicholas,Male,HKG,"Hong Kong, China","Hong Kong, China",['Sailing'],"[""Men's Dinghy""]",1999-06-18,,"Bachelor's degree in Sports and Exercise Physiology from Staffordshire University (Stoke-on-Trent, GBR)",,English,
SIPAIA Iuniarra,Female,SAM,Samoa,Samoa,['Weightlifting'],"[""Women's +81kg""]",1993-06-25,,,,,National: Tuaopepe Jerry Wallwork (SAM)
LEILUA Eroni Tui,Male,SAM,Samoa,Samoa,['Sailing'],"[""Men's Dinghy""]",1993-04-15,"Tennis, all sports, music (drums)","Graduated in 2015 with a degree in Commerce, Physical Education from University of Otago (Dunedin, NZL)","Wife, Emily. Daughter, Naia (he has named his boat after her)",English,Chris Russell (USA)
RIPLEY Vaimooia Astrid,Female,SAM,Samoa,Samoa,['Sailing'],"[""Women's Dinghy""]",1990-04-01,,Bachelor Communication Studies and Event Management at the Unitec Institute of Technology (NZL),"Father, Robert. Mother, Salamaina. Brother, Eric. Younger sister (deceased)  Tu'iemanu Eugenie (Genie) Alexandria Ripley competed for Samoa at the 2010 Youth Olympic Games",English,Personal: Chris Russell (USA).<br>National: Raema von Reiche (SAM)
LYU Jianlin,Male,CHN,China,People's Republic of China,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1996-07-26,Basketball,"Graduated in 2022 with a Bachelor's degree in Social Sports Instruction and Management from the West China Normal University (Nanchong, Sichuan, CHN)","Father, Chengbo. Mother, Peng Wenchang. Sister, Huan",Mandarin,National: Wei Peng
PLODZICKI- FAOAGALI Ato,Male,SAM,Samoa,Samoa,['Boxing'],"[""Men's 92kg""]",1999-02-18,,,"Daughter, Aaliya (born 2023). Father, Steven. Mother, Monica",English,Club: Ronnie Sinclair (AUS).<br>Personal: Steven Faoagali (SAM) - his father
CLIFTON Tuva'a,Male,SAM,Samoa,Samoa,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1997-06-29,Travel,Studied at the University of Auckland (NZL),"Father, Neville. Mother, Feeona. Younger sisters, Samalulu and Aoetea","English, Samoan",Personal: Gavin Elmiger (NZL)
NARVAEZ Jhonatan,Male,ECU,Ecuador,Ecuador,['Cycling Road'],"[""Men's Road Race""]",1997-03-04,,,,Spanish,
de LAPPARENT Antoine,Male,CAM,Cambodia,Cambodia,['Swimming'],"[""Men's 100m Freestyle""]",2006-02-19,,,,,
KARUNAYADHAJ Janakabhorn,Female,THA,Thailand,Thailand,['Equestrian'],['Jumping Individual'],1997-08-18,,,,English,
WONG Ka Lee,Female,HKG,"Hong Kong, China","Hong Kong, China",['Judo'],['Women -48 kg'],1998-06-03,,,,Mandarin,
DAVIDA Osher,Male,ISR,Israel,Israel,['Football'],['Men'],2001-02-18,,,"Wife, Shir (married in June 2024)",Hebrew,Club: Zarko Lazetic (SRB).<br>National: Guy Luzon (ISR)
WONG Chun Ting,Male,HKG,"Hong Kong, China","Hong Kong, China",['Table Tennis'],"[""Men's Singles"", 'Mixed Doubles']",1991-09-07,Watching films,,Daughter (born July 2023),"Cantonese, English, Mandarin",National: Chan Kong Wah (HKG)
DOO Hoi Kem,Female,HKG,"Hong Kong, China","Hong Kong, China",['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",1996-11-27,Playing the piano,Studied at the Education University of Hong Kong,,"Cantonese, Mandarin",National: Li Ching (HKG)
LEE Ho Ching,Female,HKG,"Hong Kong, China","Hong Kong, China",['Table Tennis'],"[""Women's Team""]",1992-11-24,,"Studied Exercise Science, Health Studies, Physical Education at the Chinese University of Hong Kong (HKG).</p><p>Bachelor's degree in Health Education at the Education University of Hong Kong in Tai Po (HKG)",,"Cantonese, English",National: Chan Kong Wah (HKG)
ZHU Chengzhu,Female,HKG,"Hong Kong, China","Hong Kong, China",['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",1997-01-15,,,,"Cantonese, Mandarin",
ALMATROOSHI Yousuf,Male,UAE,UA Emirates,United Arab Emirates,['Swimming'],"[""Men's 100m Freestyle""]",2003-06-01,,"Studying Computer Science at University of Michigan, Ann Arbor (USA), completed second year",,English,Club: Matt Bowe (GBR)
ABDELGAWWAD Abdelrahman,Male,EGY,Egypt,Egypt,['Boxing'],"[""Men's 80kg""]",1987-10-09,,,,Arabic,
LO Wai Fung,Male,HKG,"Hong Kong, China","Hong Kong, China",['Taekwondo'],['Men -68kg'],2002-09-12,,,,Mandarin,
SHERIFOVSKI Edi,Male,MKD,North Macedonia,North Macedonia,['Judo'],['Men -81 kg'],2001-08-28,"Walking, hiking, swimming","Ss. Cyril and Methodius University (UKIM) (Skopje, MKD)","Sister, Berna","Albanian, English, Macedonian, Turkish",Goran Mickoski
HOUINATO Valentin,Male,BEN,Benin,Benin,['Judo'],['Men -81 kg'],1996-10-15,"Karaoke, cheesy music, romantic books and movies, animal welfare","Bachelor's degree in Information and Communication from the University of Paris 8 (FRA), and a Master's degree in Journalism from ESJ Pro Montpellier (FRA)",,"English, France","Stephane Trompille (FRA), Dimitri Dragin (FRA)"
ELAWADY Omar,Male,EGY,Egypt,Egypt,['Boxing'],"[""Men's 71kg""]",1999-08-04,,,,Arabic,
CANNY Aimee,Female,RSA,South Africa,South Africa,['Swimming'],"[""Women's 200m Freestyle""]",2003-11-21,,Studying in the College of Arts and Science at University of Virginia (USA),,English,Club: Todd DeSorbo (USA)
SATES Matthew,Male,RSA,South Africa,South Africa,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 200m Individual Medley""]",2003-07-28,Spending time with friends,,"Father, John. Mother, Taryn. Brother, Tim",English,Club: Rocco Meiring (RSA)
COETZE Pieter,Male,RSA,South Africa,South Africa,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",2004-05-13,,,,English,Club: Rocco Meiring
MEDER Rebecca,Female,RSA,South Africa,South Africa,['Swimming'],"[""Women's 200m Individual Medley""]",2002-07-31,"Spending time with family and friends, camping, crayfishing, hiking, going out for coffee, playing the violin, painting, gardening. Loves nature and animals, enjoys painting",,,English,Club: Graham Hill (RSA)
GALLAGHER Erin,Female,RSA,South Africa,South Africa,['Swimming'],"[""Women's 100m Butterfly""]",1998-12-18,,Studying a Degree in Geography and Environmental Sciences at University of Pretoria (RSA),,English,Club: Rocco Meiring (RSA)
le CLOS Chad,Male,RSA,South Africa,South Africa,['Swimming'],"[""Men's 100m Butterfly""]",1992-04-12,Football (Manchester United fan),,,English,Club: Dirk Lange (GER)
SMITH Tatjana,Female,RSA,South Africa,South Africa,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",1997-07-09,Spending time with friends and family,Studied BCom Financial Sciences at University of Pretoria (RSA),"Husband, Joel Smith (married Nov 2023). Father, Rene. Mother, Renske. Sister, Fabienne",English,Club: Rocco Meiring (RSA)
CORBETT Kaylene,Female,RSA,South Africa,South Africa,['Swimming'],"[""Women's 200m Breaststroke""]",1999-06-15,"Reading, watching TV",Studied at the University of Pretoria (RSA),,English,Club: Rocco Meiring (RSA)
